"marker","outcome","arm_type","panel","asv","taxon","rho","p","eBH","neglog10p","direction"
"16S","MP retention","corr","16S | MP retention","129ef8665d470f7e31e3ddbdb6dd47b4","Oculatellaceae Family",0.224733333333333,0.569579778439153,0.972500231606451,0.244445437679106,"Positive"
"16S","MP retention","corr","16S | MP retention","ee0531c484ac5297d9cbab9c863209e1","vadinHA49 Class",0.116616666666667,0.572267355599647,0.966305757503554,0.242401027265287,"Positive"
"16S","MP retention","corr","16S | MP retention","0a5fa958ab625e8cba8506db0416b1f7","Reyranella",-0.211566666666667,0.572452965167549,0.967407842566236,0.242260190747629,"Negative"
"16S","MP retention","corr","16S | MP retention","e0e3a2245c99b56fb9a53398f99c7b5c","Neisseriaceae Family",-0.200116666666667,0.57333599537037,0.965003067131862,0.24159079134936,"Negative"
"16S","MP retention","corr","16S | MP retention","ff98ab846c8f29e5e5f5cce385b28a7b","R7C24 Order",-0.221066666666667,0.578252849426808,0.968869227648958,0.237882218501502,"Negative"
"16S","MP retention","corr","16S | MP retention","32dd60b013160e742b295c60b010be0f","KD4-96 Class",-0.169766666666667,0.584176041666667,0.9667708000857,0.233456258360971,"Negative"
"16S","MP retention","corr","16S | MP retention","ef24d427e3b1d810ed78fd31347e4252","Acetobacteraceae Family",-0.218166666666667,0.585202628968254,0.971449019772727,0.232693731514872,"Negative"
"16S","MP retention","corr","16S | MP retention","47f280a62d3cbe2edbfada40370a17d4","Caedibacter",-0.201133333333333,0.586939610890653,0.967154658907501,0.23140658019381,"Negative"
"16S","MP retention","corr","16S | MP retention","7b7595f9b76cf1c37a9b7943d54f75c2","Cryobacterium",-0.219766666666667,0.587443573633157,0.969885605069585,0.231033842820738,"Negative"
"16S","MP retention","corr","16S | MP retention","76363618e6a55a0556fa9cdda32b9519","Ellin6067",-0.21855,0.589958234126984,0.971821704469799,0.229178732985361,"Negative"
"16S","MP retention","corr","16S | MP retention","9c6bfe2447c81e9619ca16b7b5637bd4","Berkelbacteria Class",-0.2135,0.591911254409171,0.968332209162004,0.227743402414812,"Negative"
"16S","MP retention","corr","16S | MP retention","0da352d12778a23d94aef13982c319f4","Rickettsiaceae Family",-0.213983333333333,0.592037290564374,0.973074622746172,0.227650937573896,"Negative"
"16S","MP retention","corr","16S | MP retention","1c2b8892a0d7f828d72808cd01cfd199","Devosia",0.206333333333333,0.594389401455027,0.968745391438475,0.225928943074256,"Positive"
"16S","MP retention","corr","16S | MP retention","89029fb4ef1efbab0f2467710364571b","Heliimonas",0.1838,0.596929431216931,0.96883295613803,0.22407700797379,"Positive"
"16S","MP retention","corr","16S | MP retention","a71c2b364419addf3c4a76844f1355fc","Limnohabitans",-0.210566666666667,0.597042576058201,0.974559078281537,0.223994697534237,"Negative"
"16S","MP retention","corr","16S | MP retention","0d9a85a8f16a66d5dc0e5eacea0c4d39","Candidatus Paracaedibacter",-0.2126,0.598987389770723,0.972091572144915,0.222582320533289,"Negative"
"16S","MP retention","corr","16S | MP retention","3b50e9874fa67e04b49f5a59ecf0059a","Erythrobacter",-0.212266666666667,0.600434060846561,0.970152627956238,0.221534679489832,"Negative"
"16S","MP retention","corr","16S | MP retention","16924c7ae16d36848dc5c138994d0c24","Prosthecomicrobium",0.06175,0.602514936067019,0.969028663560378,0.220032182660004,"Positive"
"16S","MP retention","corr","16S | MP retention","40c85d461439d1c4c9fd3f3042cde320","Bacteriovorax",-0.107716666666667,0.604919460978836,0.967939354046607,0.218302443497663,"Negative"
"16S","MP retention","corr","16S | MP retention","41ed57b340770fd925d1a9676354e936","Alphaproteobacteria Class",0.1987,0.606005941358025,0.970848650168556,0.217523117935436,"Positive"
"16S","MP retention","corr","16S | MP retention","78e76042551994989f474c9e375777f0","ATX-6F1",-0.2082,0.606195954585538,0.971021993836265,0.21738696619842,"Negative"
"16S","MP retention","corr","16S | MP retention","4cc4b29377ee6ec98f96b6515545578b","IMCC26134",-0.200266666666667,0.608626245590829,0.969611097120855,0.215649323634926,"Negative"
"16S","MP retention","corr","16S | MP retention","667f95fe0760f71f9a6201767fc41b60","Chitinophagales Order",0.2027,0.609250490520282,0.975032474940547,0.215204112483548,"Positive"
"16S","MP retention","corr","16S | MP retention","5183d97b2862d0ab4cacfd081ab5d0fe","Candidatus Megaira",-0.116,0.612920331790124,0.969411076872009,0.212595971994599,"Negative"
"16S","MP retention","corr","16S | MP retention","0de2768e56408332050e94db50b132bc","Ilumatobacteraceae Family",-0.106616666666667,0.613500319664903,0.969128170796038,0.212185206647381,"Negative"
"16S","MP retention","corr","16S | MP retention","02b4cbe5c2955ab2f66dc82cdf6dad64","Aquabacterium",0.20175,0.615375496031746,0.975586544309459,0.210859801150103,"Positive"
"16S","MP retention","corr","16S | MP retention","5c63b3749641851b368c8a181ddf1180","Xanthobacteraceae Family",-0.08755,0.618010422178131,0.971812622652126,0.209004200871887,"Negative"
"16S","MP retention","corr","16S | MP retention","dfa55444de9e265475ced8f630cda4a2","Aurantisolimonas",-0.1856,0.618469069664903,0.972403090564373,0.208682015048194,"Negative"
"16S","MP retention","corr","16S | MP retention","a1fffdb754ecea6af7b515501bf9e232","Aphanothece",-0.111483333333333,0.61878602292769,0.970537555577964,0.208459504659052,"Negative"
"16S","MP retention","corr","16S | MP retention","2ca2d98e0489dc0314d8c79541be9115","Emticicia",-0.19015,0.619925,0.971730039195125,0.207660849302371,"Negative"
"16S","MP retention","corr","16S | MP retention","8d4b51998b3310a1e96483dae8166a38","Candidatus Ovatusbacter",-0.183116666666667,0.622407567239859,0.971867258277055,0.205925135827918,"Negative"
"16S","MP retention","corr","16S | MP retention","88dec76637d263b1cb35a6894485b0ff","Pseudoduganella",-0.1404,0.622975942460318,0.971873441228267,0.205528724221194,"Negative"
"16S","MP retention","corr","16S | MP retention","772ad1eb60ac8444ec6adcaf9e9777c7","Spirochaeta 2",-0.06675,0.62641414792769,0.972691535306437,0.203138442045997,"Negative"
"16S","MP retention","corr","16S | MP retention","fb23b0ce92bbf8096506560aad696a3c","FukuN57",0.10515,0.626940884038801,0.971234107525517,0.202773408046678,"Positive"
"16S","MP retention","corr","16S | MP retention","cc2ac44f727710c9fb988fc57d9efce9","Hymenobacter",-0.174066666666667,0.627904453262787,0.972941394511226,0.202106436800552,"Negative"
"16S","MP retention","corr","16S | MP retention","de4fb5f27f3279ca75cdbd5ce5fdf150","Bdellovibrio",0.0203333333333333,0.628578174603175,0.972026991114947,0.201640702564323,"Positive"
"16S","MP retention","corr","16S | MP retention","f01b615fee6603378902ce47bbfce504","Hyphomicrobiaceae Family",0.193183333333333,0.628731619268078,0.976085573915916,0.201534698185926,"Positive"
"16S","MP retention","corr","16S | MP retention","e26db37c4ad54c925f2499f30f8f8837","Alsobacter",-0.192733333333333,0.628992846119929,0.975167097142134,0.201354293995601,"Negative"
"16S","MP retention","corr","16S | MP retention","43ad65c5550ef797639b96d41f715aa6","Zavarziniales Order",0.16935,0.63544863866843,0.971107252584319,0.196919546359886,"Positive"
"16S","MP retention","corr","16S | MP retention","f37fc1dccfeba0004cbeb4f1ad6083c6","Duganella",0.11635,0.637795127865961,0.97277311813316,0.19531880266755,"Positive"
"16S","MP retention","corr","16S | MP retention","8dbea74199a72e0818e216805ece0809","Kovacikia",0.176116666666667,0.643822277336861,0.973128515744081,0.191234000068728,"Positive"
"16S","MP retention","corr","16S | MP retention","c1257c13f0ecbb063f158ce4ef64b383","SM2D12 Family",0.187733333333333,0.64410887345679,0.976968471399013,0.191040717818512,"Positive"
"16S","MP retention","corr","16S | MP retention","99e5a1f89bd0985c7232e7288b0bbb0c","Mycobacterium",-0.164266666666667,0.644437874779541,0.974848948097482,0.190818943230496,"Negative"
"16S","MP retention","corr","16S | MP retention","5be491873223df43c1b561078e5eba93","Methylibium",0.1919,0.645832082231041,0.973778805153152,0.189880384853338,"Positive"
"16S","MP retention","corr","16S | MP retention","6cc3d9a85641e773e9dc4fcb97e40bea","Massilia",-0.18375,0.648008652998236,0.9774922055136,0.188419194863519,"Negative"
"16S","MP retention","corr","16S | MP retention","60b68eea1e4bbbe14572067b57a0c753","WD2101 soil group Family",0.178933333333333,0.648840845458554,0.974467656589063,0.187861818478,"Positive"
"16S","MP retention","corr","16S | MP retention","bf9a8801c54bb6e455943138aaac2268","SH3-11",-0.181666666666667,0.650168524029982,0.978405703815839,0.18697405940307,"Negative"
"16S","MP retention","corr","16S | MP retention","a82ada36ab7325db059b1aacf512d5a4","Lewinella",0.0763833333333333,0.654357627865961,0.973981268696296,0.184184830638362,"Positive"
"16S","MP retention","corr","16S | MP retention","107273e73071282e4d0f4a0b46548da5","Aeromonas",-0.159766666666667,0.65578103505291,0.975253525556099,0.183241147122228,"Negative"
"16S","MP retention","corr","16S | MP retention","6c97e8ef8111a95d1a19517807aeef52","Parasediminibacterium",-0.1185,0.65691817680776,0.974231226851674,0.18248872111581,"Negative"
"16S","MP retention","corr","16S | MP retention","e3feb42cfc39c1cb2c5d22238fe4a3de","env.OPS 17 Family",-0.176816666666667,0.657347514329806,0.977664008714351,0.182204974953084,"Negative"
"16S","MP retention","corr","16S | MP retention","08e95f8aadda45f7fa04b997b0579b10","A0839 Family",-0.174933333333333,0.661657197971781,0.98019365383543,0.179366958579768,"Negative"
"16S","MP retention","corr","16S | MP retention","c99385b6766f647ff0bdfe98ae65c958","Tautonia",-0.126633333333333,0.667009485229277,0.9751858894522,0.175867990141255,"Negative"
"16S","MP retention","corr","16S | MP retention","9fc4f79ba0c4730ce9e833a566a1c088","Dinghuibacter",-0.17075,0.668995023148148,0.978167247997909,0.174577113065265,"Negative"
"16S","MP retention","corr","16S | MP retention","047550cce45394b8a9ff92a5c2e8ecf4","Haliangiaceae Family",0.0315333333333333,0.669251923500882,0.974973359578114,0.174410371930916,"Positive"
"16S","MP retention","corr","16S | MP retention","53907ff9f69889d8f5ec10b9eafa2582","KD3-10",0.114066666666667,0.669535102513227,0.97536796119217,0.174226648781682,"Positive"
"16S","MP retention","corr","16S | MP retention","a91b39697a72026c7808ccdb3c838783","Phenylobacterium",-0.0996333333333333,0.673390327380952,0.975885563573031,0.171733126135111,"Negative"
"16S","MP retention","corr","16S | MP retention","16da9716b4d7c3c9c904f3f799d67dfe","Comamonas",0.0955833333333333,0.677488629850088,0.97698640672828,0.16909798906581,"Positive"
"16S","MP retention","corr","16S | MP retention","6fe87766640a9d263738190ba1ebd501","Beijerinckiaceae Family",0.0135833333333333,0.677580522486772,0.976004686961546,0.16903908658835,"Positive"
"16S","MP retention","corr","16S | MP retention","235a89f255d93a7570269a56c53dba64","Polynucleobacter",-0.10395,0.682553119488536,0.976623749276948,0.16586354413623,"Negative"
"16S","MP retention","corr","16S | MP retention","0f4d251ebd2112cffb56099bc4772b0a","Burkholderiaceae Family",0.0264166666666667,0.682658190035273,0.976881922104159,0.165796695058098,"Positive"
"16S","MP retention","corr","16S | MP retention","b744eae1244325f606575483df0de67e","Clade III Family",0.0108,0.684122288359788,0.976270763386991,0.16486626024935,"Positive"
"16S","MP retention","corr","16S | MP retention","4c06bb79b0e22b616bf426c36315a839","Sumerlaea",-0.0140666666666667,0.684858504188713,0.976992615531299,0.164399147044321,"Negative"
"16S","MP retention","corr","16S | MP retention","4ece9bc18568cfaeb4b26ec23189b235","Candidatus Nomurabacteria Order",0.0807333333333333,0.685294642857143,0.977733899713289,0.164122663172647,"Positive"
"16S","MP retention","corr","16S | MP retention","5d5986ea5805e6efd33ec1289855180d","Gemmataceae Family",0.145866666666667,0.692184942680776,0.977389216862914,0.15977785228514,"Positive"
"16S","MP retention","corr","16S | MP retention","48a872479d46e959a4c8cd2016bc0bdc","Anagnostidinema",0.09855,0.693280180776014,0.977349441757243,0.159091215065391,"Positive"
"16S","MP retention","corr","16S | MP retention","5b0ea816844ee100d8129cde55883d46","Pseudanabaena",-0.159216666666667,0.69469873787478,0.981053121091094,0.158203490148988,"Negative"
"16S","MP retention","corr","16S | MP retention","fb9358e4192b4e3fb1a6210327ee6ff2","Parablastomonas",-0.1248,0.695221908068783,0.978583810542201,0.157876550708603,"Negative"
"16S","MP retention","corr","16S | MP retention","3fdf30eedc8bfd61906a77345a2686ed","Spirosoma",0.135183333333333,0.695862351190476,0.977524935691086,0.157476659858678,"Positive"
"16S","MP retention","corr","16S | MP retention","2b7ca6b5f534b9b23692f2330e266ec4","Subgroup 2 Order",0.08515,0.697585063932981,0.978006252534145,0.156402826700676,"Positive"
"16S","MP retention","corr","16S | MP retention","401adf0cdad34aba7247e3d064b18761","Parcubacteria Class",-0.0466833333333333,0.69773394510582,0.978205591481876,0.156310147862862,"Negative"
"16S","MP retention","corr","16S | MP retention","99be950acd04b1895e6a527e017fcfcc","Schlesneriaceae Family",0.107633333333333,0.698779982363316,0.978082164354575,0.155659544550114,"Positive"
"16S","MP retention","corr","16S | MP retention","f5fcac3487bfbd63f00447c55c4555df","Rubritepida",0.145016666666667,0.700718171296296,0.978735958394212,0.154456620066886,"Positive"
"16S","MP retention","corr","16S | MP retention","1c759c819b9899b67bdd08c4f3b36f8a","Holosporaceae Family",-0.00775,0.705235956790123,0.979455686595346,0.151665553097843,"Negative"
"16S","MP retention","corr","16S | MP retention","b5f65cf6b74d1335f56422b303989e07","Fibrella",-0.122383333333333,0.708251118827161,0.97861205809026,0.149812730750232,"Negative"
"16S","MP retention","corr","16S | MP retention","500fb8b8ee8585ac51166621f12ba6c1","Spirosomataceae Family",-0.145783333333333,0.710859705687831,0.980223242158797,0.14821610258621,"Negative"
"16S","MP retention","corr","16S | MP retention","88ce6cce0aa9121b8e8e254a487f6ac2","Cypionkella",-0.141616666666667,0.715825865299824,0.981239389515487,0.14519261307924,"Negative"
"16S","MP retention","corr","16S | MP retention","d94a068f317cc9789c7cdb7ab4858ae5","Caulobacter",0.135466666666667,0.718042124118166,0.982195970181801,0.143850077017526,"Positive"
"16S","MP retention","corr","16S | MP retention","6764f73585d62530651ccbf6cf8c3fe5","Sphaerotilus",0.14535,0.719700110229277,0.982959280161116,0.142848430795954,"Positive"
"16S","MP retention","corr","16S | MP retention","1534d835530844cadeb26dc0c053a150","Methylacidiphilaceae Family",-0.09515,0.72367633377425,0.980911705884035,0.140455629777304,"Negative"
"16S","MP retention","corr","16S | MP retention","5d1b55132572f8e58f91bea83dabcf76","Phreatobacter",0.14215,0.725806712962963,0.983803658627845,0.13917901934118,"Positive"
"16S","MP retention","corr","16S | MP retention","429892ba65ebd90b3d48c94df9305f3e","IMCC26207",-0.00978333333333333,0.726359490740741,0.981287790325517,0.138848384528732,"Negative"
"16S","MP retention","corr","16S | MP retention","c3048aecb79a329b4e6ff951035a5fca","Azospirillum",0.141716666666667,0.728659463183422,0.981997232384897,0.137475390493656,"Positive"
"16S","MP retention","corr","16S | MP retention","fca1ed7792b0c80cd00c60203ba400e8","Flavobacterium",0.132133333333333,0.7287211585097,0.981679859877338,0.137438620497707,"Positive"
"16S","MP retention","corr","16S | MP retention","d8889747097266a8731c1a890e1378f2","Beggiatoaceae Family",-0.0874166666666667,0.730929591049383,0.981359562667312,0.136124455725383,"Negative"
"16S","MP retention","corr","16S | MP retention","e9307278210409536f907f7fd741e075","Gemmatimonas",0.1236,0.733684264770723,0.982078565910758,0.134490795081594,"Positive"
"16S","MP retention","corr","16S | MP retention","a35b1f2a858f1866a74bd44a6cb85784","Pseudobdellovibrio",0.0518166666666667,0.735824085097002,0.981455321488822,0.133226000884434,"Positive"
"16S","MP retention","corr","16S | MP retention","3106e03dc926c04d6c8f747a70ad0cbf","Chthoniobacter",0.0178666666666667,0.740738293650794,0.982129079509344,0.130335203220218,"Positive"
"16S","MP retention","corr","16S | MP retention","37762c5e9b1d5a5233d6caeef3660d6a","Microtrichales Order",0.0888833333333333,0.743696775793651,0.981393155741346,0.128604101339007,"Positive"
"16S","MP retention","corr","16S | MP retention","5a21435514338a7ba55a469f6e66171d","Rhodocyclaceae Family",-0.01965,0.743954315476191,0.982066616493774,0.128453732660798,"Negative"
"16S","MP retention","corr","16S | MP retention","f25431c3f182a7b76f3027ad1fce6195","Opitutus",0.0827666666666667,0.744583057760141,0.98130713723819,0.128086849940071,"Positive"
"16S","MP retention","corr","16S | MP retention","dc9e840c3957d353c56ad240a9df198a","Pajaroellobacter",-0.1103,0.744879563492064,0.982785935382725,0.127913940861199,"Negative"
"16S","MP retention","corr","16S | MP retention","577ebeaa2ad9328aa33822532efb8b45","mle1-27 Order",-0.0939833333333333,0.745888089726631,0.982734442506543,0.127326327567603,"Negative"
"16S","MP retention","corr","16S | MP retention","79d376976c3bfb5e0a49c1f581b289c6","Sandaracinobacter",0.11565,0.745905968915344,0.98247013899004,0.127315917507375,"Positive"
"16S","MP retention","corr","16S | MP retention","fdf2172092b65ce788eb6249417abff4","Verrucomicrobiaceae Family",0.10815,0.746295679012346,0.983595314781424,0.127089072899941,"Positive"
"16S","MP retention","corr","16S | MP retention","ca54ea6d690a8ca9296414e2f6c2b65a","Pseudohalocynthiibacter",0.0907666666666667,0.75082962962963,0.982452770482426,0.124458597357638,"Positive"
"16S","MP retention","corr","16S | MP retention","7d74b9425e04821baca8cb198ac1c948","Fimbriimonadaceae Family",-0.0573333333333333,0.753004761904762,0.981581891718829,0.12320227736846,"Negative"
"16S","MP retention","corr","16S | MP retention","4fa0edb1063f6c788fa84e17827ebbca","Paracoccaceae Family",-0.11955,0.753660648148148,0.984024299716891,0.122824160512054,"Negative"
"16S","MP retention","corr","16S | MP retention","cad8cc3e7647d51e614b099398538e4d","Saprospiraceae Family",-0.10465,0.757328676146384,0.983163308742835,0.120715598363091,"Negative"
"16S","MP retention","corr","16S | MP retention","b9d1eafd559101a9e489b66e22a60d10","Microcystaceae Family",-0.0285166666666667,0.76246429122575,0.983366851828518,0.1177804909802,"Negative"
"16S","MP retention","corr","16S | MP retention","b38fe94b163483eae343872c3e9860f0","Cylindrospermum",-0.115283333333333,0.7624649085097,0.983934010961173,0.117780139379597,"Negative"
"16S","MP retention","corr","16S | MP retention","cc363a9ccd3549e646859ab1ffe9d460","Sandaracinus",-0.0500666666666667,0.766813949514991,0.98326776993831,0.115309995243269,"Negative"
"16S","MP retention","corr","16S | MP retention","6c9f91b861ced47f136e2bf9b8b7a152","Leptolyngbyaceae Family",0.121116666666667,0.767097288359788,0.984259965243618,0.115149552454709,"Positive"
"16S","MP retention","corr","16S | MP retention","712acd7ca4d797b6a3d45445f853a63d","Rudanella",-0.02485,0.767555671296296,0.984012269785988,0.114890115056056,"Negative"
"16S","MP retention","corr","16S | MP retention","fc7b257064027e1bc2b6fbfb4584677d","Piscinibacter",0.1149,0.771304183201058,0.98430402011951,0.112774313216487,"Positive"
"16S","MP retention","corr","16S | MP retention","01a39e9a8dfb99771df440cb5631c036","Phragmitibacter",-0.114633333333333,0.771389324294533,0.984649222253477,0.112726375882289,"Negative"
"16S","MP retention","corr","16S | MP retention","481de4037ed3f3bcf51b47e548dcbd9e","Novosphingobium",0.11535,0.772738569223986,0.984709283022364,0.111967410541156,"Positive"
"16S","MP retention","corr","16S | MP retention","c592556e045456a6544b20cee68cc1e1","Gemmatimonadaceae Family",0.0924166666666667,0.774779761904762,0.983948756913767,0.110821732051892,"Positive"
"16S","MP retention","corr","16S | MP retention","62b0b243d6b3b2b15948054bc600ff86","Roseiflexaceae Family",-0.0326666666666667,0.774832919973545,0.984442734680835,0.110791935888992,"Negative"
"16S","MP retention","corr","16S | MP retention","4949b6b0c1a679cda332677124e16cae","Rhizorhapis",-0.1168,0.77563912037037,0.984559047210574,0.110340294832471,"Negative"
"16S","MP retention","corr","16S | MP retention","d829bee4984f82ffc2453212157caf96","Bradyrhizobium",-0.101116666666667,0.778868909832451,0.985540108399908,0.108535631579263,"Negative"
"16S","MP retention","corr","16S | MP retention","51b9a2e379c2555a3774ef13e9aac08d","alphaI cluster",-0.112866666666667,0.779087169312169,0.985685900974059,0.108413947932909,"Negative"
"16S","MP retention","corr","16S | MP retention","5de27febf2c3146c05611c279e97767b","Cyanobium",0.0218833333333333,0.780524796075838,0.984337960034532,0.107613295512706,"Positive"
"16S","MP retention","corr","16S | MP retention","c6275d6373d2bb6304760cb609f54f68","Simkaniaceae Family",0.0230666666666667,0.78299644510582,0.984766931595417,0.106240209684625,"Positive"
"16S","MP retention","corr","16S | MP retention","cb5268128d9112a2b23b6ad5a045483b","Hyphomonadaceae Family",0.11255,0.785226802248677,0.986171293144332,0.105004884988938,"Positive"
"16S","MP retention","corr","16S | MP retention","800c01f333327cd99370115d8c568cc4","Elsterales Order",-0.0550833333333333,0.792088536155203,0.985468969005407,0.101226272179894,"Negative"
"16S","MP retention","corr","16S | MP retention","59a4106242bad7608ed5334a3e3ad618","Aphanizomenon",0.1039,0.794801680996473,0.986800335775968,0.0997412230333848,"Positive"
"16S","MP retention","corr","16S | MP retention","f574db6bef285785a0be2afa96c81b03","Gemmata",0.100416666666667,0.79566667217813,0.986399129634034,0.0992688327046151,"Positive"
"16S","MP retention","corr","16S | MP retention","4902f0932539bec04c67444c8444ca7d","Labrys",0.105016666666667,0.801224002425044,0.986326346541741,0.0962460489383607,"Positive"
"16S","MP retention","corr","16S | MP retention","166d98cd5b2fe92492ab4531eba83f4d","Aggregatilineaceae Family",0.0916333333333333,0.807874509479718,0.987070793013783,0.0926560947614466,"Positive"
"16S","MP retention","corr","16S | MP retention","4c8af99c818f9f3fce6233dc6b620f01","BIrii41 Family",-0.00035,0.808419383818342,0.986693334448342,0.0923632817668042,"Negative"
"16S","MP retention","corr","16S | MP retention","48a7af65c55adc4dd66178efefb01ed9","Pirellula",0.0983,0.809493287037037,0.987609307673629,0.0917867484113615,"Positive"
"16S","MP retention","corr","16S | MP retention","ff66b771cf24ac801cd8e74b446791a6","CL500-29 marine group",0.0940833333333333,0.809904591049383,0.987008234614885,0.0915661391723295,"Positive"
"16S","MP retention","corr","16S | MP retention","fa96cbd7b2df953f48e159b78c51527d","Brevundimonas",-0.0358833333333333,0.812142168209877,0.986607941680111,0.0903679393984947,"Negative"
"16S","MP retention","corr","16S | MP retention","8a708778e5a5f5a6d79a3923406f7fca","Rhizobiaceae Family",-0.0117166666666667,0.812955913800705,0.986660454767109,0.0899330053434744,"Negative"
"16S","MP retention","corr","16S | MP retention","7e7deb01f0491d33ecb87427fcbeb1ee","Sediminibacterium",-0.0503,0.81669389329806,0.9877223625481,0.087940691768998,"Negative"
"16S","MP retention","corr","16S | MP retention","96a7012f0fa9a9558b614f3e7db39b91","DSSD61",-0.00463333333333333,0.818663910934744,0.986767804707129,0.0868943541412268,"Negative"
"16S","MP retention","corr","16S | MP retention","b065491c33bc743686ac936000cd95d2","Micropepsaceae Family",0.02635,0.819371665564374,0.987515517393713,0.0865190583250341,"Positive"
"16S","MP retention","corr","16S | MP retention","a57958824ad97eadb0a357c50770c8d7","Microscillaceae Family",-0.0251833333333333,0.820191583994709,0.987195773386254,0.0860846913316475,"Negative"
"16S","MP retention","corr","16S | MP retention","d0c787f177dccc8f247649354da0273e","OM27 clade",-0.0260833333333333,0.823378874559083,0.988541978059698,0.0844002798939302,"Negative"
"16S","MP retention","corr","16S | MP retention","d546fdb0401f165c76892bf91b0d467b","Pegethrix",0.0816166666666667,0.826474812610229,0.988359798871979,0.0827703773146416,"Positive"
"16S","MP retention","corr","16S | MP retention","733b45a9acaf76b1662c9cc75784dfb4","Kapabacteriales Order",-0.0181666666666667,0.826662395282187,0.987114172047489,0.0826718178976826,"Negative"
"16S","MP retention","corr","16S | MP retention","110a6a7f9cfd3354371c9f07e1901863","0319-6G20 Order",-0.01675,0.832160482804233,0.988109610253636,0.0797929115994857,"Negative"
"16S","MP retention","corr","16S | MP retention","f04a2d7063257d451dee16f014b55e63","Snowella",0.00315,0.833221626984127,0.988180715008459,0.0792394660911058,"Positive"
"16S","MP retention","corr","16S | MP retention","1e31234f3abac84a6cee692d11823046","AKYH767 Family",0.0692,0.833500694444444,0.988024505907823,0.0790940339964263,"Positive"
"16S","MP retention","corr","16S | MP retention","29c3028f4104673553ebe4ece3aabf21","Limnobacter",0.0137,0.83792640542328,0.989131567012542,0.0767941235202194,"Positive"
"16S","MP retention","corr","16S | MP retention","93522be911c0a10ef2cabf936ee5d2b5","PeM15 Order",-0.0399666666666667,0.845216082451499,0.989404662756215,0.0730322479501884,"Negative"
"16S","MP retention","corr","16S | MP retention","0742fb23302cfa34adb51a2634fe7219","Elsteraceae Family",-0.05105,0.845763040123457,0.988860903520654,0.0727512974595776,"Negative"
"16S","MP retention","corr","16S | MP retention","23b1bba87afc0a8c4e389513c03080fa","Zavarzinella",-0.0246666666666667,0.851656040564374,0.989686066783987,0.0697357689022141,"Negative"
"16S","MP retention","corr","16S | MP retention","3ed9b5dbe1ffe3a29b951fa8bc5fc2c8","Methylobacterium",0.0209833333333333,0.867182462522046,0.990333761583809,0.0618895136780556,"Positive"
"16S","MP retention","corr","16S | MP retention","20131a80db0e23231a47f48b6e8d84e5","Chryseotalea",-0.0547833333333333,0.872861789021164,0.991065067250687,0.0590545180554697,"Negative"
"16S","MP retention","corr","16S | MP retention","3d200996fe89b15e015e158a399046e9","Chamaethrix",0.0473833333333333,0.874034694664903,0.990865491445573,0.0584713277746817,"Positive"
"16S","MP retention","corr","16S | MP retention","a1b8a3d533fc1264a049fa2e9aea856d","Verrucomicrobium",0.0137666666666667,0.895569196428571,0.99177572050979,0.0479008526222171,"Positive"
"16S","MP retention","corr","16S | MP retention","6ea12a2a6eb7f0d377858aaeca4664e4","Ideonella",0.0292166666666667,0.899528725749559,0.992188760201885,0.0459849632408053,"Positive"
"16S","MP retention","corr","16S | MP retention","57b92326c77017ea2f2bda05f0b71a66","Armatimonas",0.03985,0.904666132054674,0.99298030013748,0.0435116680419727,"Positive"
"16S","MP retention","corr","16S | MP retention","8012da7c810e58147175f741af2a78d2","Paucibacter",0.0191,0.919139699074074,0.99376710535329,0.0366184756365892,"Positive"
"16S","MP retention","corr","16S | MP retention","9004764f07d078531c518946c23e6e15","Cellvibrio",0.00196666666666667,0.922307473544974,0.993249668340795,0.0351242722185709,"Positive"
"16S","MP retention","corr","16S | MP retention","c04c3567bb5be7ae906a80865e5932f1","Pedomicrobium",0.0174666666666667,0.939263999118166,0.994368135845939,0.0272123233399428,"Positive"
"16S","Plastic level","kw","16S | Plastic level","5da845af2892f5c8fd8161364c7b4997","Sandarakinorhabdus",NA,0.0719578644575829,0.662129221162162,1.14292173398755,"KW"
"16S","Plastic level","kw","16S | Plastic level","59a4106242bad7608ed5334a3e3ad618","Aphanizomenon",NA,0.0736308350416288,0.662129221162162,1.1329402741951,"KW"
"16S","Plastic level","kw","16S | Plastic level","6764f73585d62530651ccbf6cf8c3fe5","Sphaerotilus",NA,0.0779038395107425,0.662129221162162,1.10844113748486,"KW"
"16S","Plastic level","kw","16S | Plastic level","1ba1c6fba5cf7d1a4c6e3caef9e4c813","TRA3-20 Family",NA,0.079675477163607,0.66215019678164,1.0986753269267,"KW"
"16S","Plastic level","kw","16S | Plastic level","e3feb42cfc39c1cb2c5d22238fe4a3de","env.OPS 17 Family",NA,0.0833750688382414,0.662129221162162,1.07896379450201,"KW"
"16S","Plastic level","kw","16S | Plastic level","9004764f07d078531c518946c23e6e15","Cellvibrio",NA,0.0843799757029032,0.662129221162162,1.07376060400861,"KW"
"16S","Plastic level","kw","16S | Plastic level","89c76625e45ab0499f29cc2dc2beb69c","SL56 marine group Class",NA,0.0916973636190548,0.662142294620312,1.03764315050398,"KW"
"16S","Plastic level","kw","16S | Plastic level","074cebd7774d219a616031e1de838a2c","Opitutaceae Family",NA,0.0980380908489674,0.662129221162162,1.00860515459898,"KW"
"16S","Plastic level","kw","16S | Plastic level","ea4317d7222c2b5526d500d503663459","Aphanizomenonaceae Family",NA,0.100766461516471,0.66262947857836,0.996683991720033,"KW"
